movie_id,title,genres
877,Girls Town ,Drama
878,Bye-Bye ,Drama
879,"Relic, The ",Horror
880,"Island of Dr. Moreau, The ",Sci-Fi
881,First Kid ,Children's
882,"Trigger Effect, The ",Drama
884,Sweet Nothing ,Drama
885,Bogus ,Children's
886,Bulletproof ,Action
887,Talk of Angels ,Drama
888,Land Before Time III: The Time of the Great Giving ,Animation
889,1-900 ,Romance
890,Baton Rouge ,Thriller
891,Halloween: The Curse of Michael Myers ,Horror
892,Twelfth Night ,Comedy
893,Mother Night ,Drama
894,Liebelei ,Romance
895,Venice/Venice ,Drama
896,Wild Reeds ,Drama
897,For Whom the Bell Tolls ,Adventure
898,"Philadelphia Story, The ",Comedy
899,Singin' in the Rain ,Musical
900,"American in Paris, An ",Musical
901,Funny Face ,Comedy
902,Breakfast at Tiffany's ,Drama
903,Vertigo ,Mystery
904,Rear Window ,Mystery
905,It Happened One Night ,Comedy
906,Gaslight ,Mystery
907,"Gay Divorcee, The ",Comedy
908,North by Northwest ,Drama
909,"Apartment, The ",Comedy
910,Some Like It Hot ,Comedy
911,Charade ,Comedy
912,Casablanca ,Drama
913,"Maltese Falcon, The ",Film-Noir
914,My Fair Lady ,Musical
915,Sabrina ,Comedy
916,Roman Holiday ,Comedy
917,"Little Princess, The ",Children's
918,Meet Me in St. Louis ,Musical
919,"Wizard of Oz, The ",Adventure
920,Gone with the Wind ,Drama
921,My Favorite Year ,Comedy
922,Sunset Blvd. ,Film-Noir
923,Citizen Kane ,Drama
924,2001: A Space Odyssey ,Drama
925,Golden Earrings ,Adventure
926,All About Eve ,Drama
927,"Women, The ",Comedy
928,Rebecca ,Romance
929,Foreign Correspondent ,Thriller
930,Notorious ,Film-Noir
931,Spellbound ,Mystery
932,"Affair to Remember, An ",Romance
933,To Catch a Thief ,Comedy
934,Father of the Bride ,Comedy
935,"Band Wagon, The ",Comedy
936,Ninotchka ,Comedy
937,Love in the Afternoon ,Comedy
938,Gigi ,Musical
939,"Reluctant Debutante, The ",Comedy
940,"Adventures of Robin Hood, The ",Action
941,"Mark of Zorro, The ",Adventure
942,Laura ,Crime
943,"Ghost and Mrs. Muir, The ",Drama
944,Lost Horizon ,Drama
945,Top Hat ,Comedy
946,To Be or Not to Be ,Comedy
947,My Man Godfrey ,Comedy
948,Giant ,Drama
949,East of Eden ,Drama
950,"Thin Man, The ",Mystery
951,His Girl Friday ,Comedy
952,Around the World in 80 Days ,Adventure
953,It's a Wonderful Life ,Drama
954,Mr. Smith Goes to Washington ,Drama
955,Bringing Up Baby ,Comedy
956,Penny Serenade ,Drama
957,"Scarlet Letter, The ",Drama
958,Lady of Burlesque ,Comedy
959,Of Human Bondage ,Drama
960,Angel on My Shoulder ,Crime
961,Little Lord Fauntleroy ,Drama
962,They Made Me a Criminal ,Crime
963,"Inspector General, The ",Musical
964,Angel and the Badman ,Western
965,"39 Steps, The ",Thriller
966,"Walk in the Sun, A ",Drama
967,"Outlaw, The ",Western
968,Night of the Living Dead ,Horror
969,"African Queen, The ",Action
970,Beat the Devil ,Comedy
971,Cat on a Hot Tin Roof ,Drama
972,"Last Time I Saw Paris, The ",Drama
973,Meet John Doe ,Drama
974,Algiers ,Drama
975,Something to Sing About ,Comedy
976,"Farewell to Arms, A ",Romance
977,Moonlight Murder ,Mystery
978,"Blue Angel, The ",Drama
979,Nothing Personal ,Drama
980,In the Line of Duty 2 ,Action
981,Dangerous Ground ,Drama
982,Picnic ,Drama
983,Madagascar Skin ,Romance
984,"Pompatus of Love, The ",Comedy
985,Small Wonders ,Documentary
986,Fly Away Home ,Adventure
987,Bliss ,Drama
988,Grace of My Heart ,Comedy
989,Schlafes Bruder ,Drama
990,Maximum Risk ,Action
991,Michael Collins ,Drama
992,"Rich Man's Wife, The ",Thriller
993,Infinity ,Drama
994,Big Night ,Drama
996,Last Man Standing ,Action
997,Caught ,Drama
998,Set It Off ,Action
999,2 Days in the Valley ,Crime
1000,Curdled ,Crime
1001,"Associate, The ",Comedy
1002,Ed's Next Move ,Comedy
1003,Extreme Measures ,Drama
1004,"Glimmer Man, The ",Action
1005,D3: The Mighty Ducks ,Children's
1006,"Chamber, The ",Drama
1007,"Apple Dumpling Gang, The ",Children's
1008,"Davy Crockett, King of the Wild Frontier ",Western
1009,Escape to Witch Mountain ,Adventure
1010,"Love Bug, The ",Children's
1011,Herbie Rides Again ,Adventure
1012,Old Yeller ,Children's
1013,"Parent Trap, The ",Children's
1014,Pollyanna ,Children's
1015,Homeward Bound: The Incredible Journey ,Adventure
1016,"Shaggy Dog, The ",Children's
1017,Swiss Family Robinson ,Adventure
1018,That Darn Cat! ,Children's
1019,"20,000 Leagues Under the Sea ",Adventure
1020,Cool Runnings ,Comedy
1021,Angels in the Outfield ,Children's
1022,Cinderella ,Animation
1023,Winnie the Pooh and the Blustery Day ,Animation
1024,"Three Caballeros, The ",Animation
1025,"Sword in the Stone, The ",Animation
1026,So Dear to My Heart ,Children's
1027,Robin Hood: Prince of Thieves ,Drama
1028,Mary Poppins ,Children's
1029,Dumbo ,Animation
1030,Pete's Dragon ,Adventure
1031,Bedknobs and Broomsticks ,Adventure
1032,Alice in Wonderland ,Animation
1033,"Fox and the Hound, The ",Animation
1034,Freeway ,Crime
1035,"Sound of Music, The ",Musical
1036,Die Hard ,Action
1037,"Lawnmower Man, The ",Action
1038,Unhook the Stars ,Drama
1039,Synthetic Pleasures ,Documentary
1040,"Secret Agent, The ",Drama
1041,Secrets & Lies ,Drama
1042,That Thing You Do! ,Comedy
1043,To Gillian on Her 37th Birthday ,Drama
1044,Surviving Picasso ,Drama
1045,Love Is All There Is ,Comedy
1046,Beautiful Thing ,Drama
1047,"Long Kiss Goodnight, The ",Action
1049,"Ghost and the Darkness, The ",Action
1050,Looking for Richard ,Documentary
1051,Trees Lounge ,Drama
1052,"Proprietor, The ",Drama
1053,Normal Life ,Crime
1054,Get on the Bus ,Drama
1055,Shadow Conspiracy ,Thriller
1056,Jude ,Drama
1057,Everyone Says I Love You ,Comedy
1058,Bitter Sugar ,Drama
1059,William Shakespeare's Romeo and Juliet ,Drama
1060,Swingers ,Comedy
1061,Sleepers ,Crime
1062,"Sunchaser, The ",Drama
1063,Johns ,Drama
1064,Aladdin and the King of Thieves ,Animation
1065,"Woman in Question, The ",Mystery
1066,Shall We Dance? ,Comedy
1067,"Damsel in Distress, A ",Comedy
1068,Crossfire ,Crime
1069,"Murder, My Sweet ",Film-Noir
1070,Macao ,Adventure
1071,For the Moment ,Romance
1073,Willy Wonka and the Chocolate Factory ,Adventure
1075,"Sexual Life of the Belgians, The ",Comedy
1076,"Innocents, The ",Thriller
1077,Sleeper ,Comedy
1078,Bananas ,Comedy
1079,"Fish Called Wanda, A ",Comedy
1080,Monty Python's Life of Brian ,Comedy
1081,Victor/Victoria ,Comedy
1082,"Candidate, The ",Drama
1083,"Great Race, The ",Comedy
1084,Bonnie and Clyde ,Crime
1085,"Old Man and the Sea, The ",Adventure
1086,Dial M for Murder ,Mystery
1087,Madame Butterfly ,Musical
1088,Dirty Dancing ,Musical
1089,Reservoir Dogs ,Crime
1090,Platoon ,Drama
1091,Weekend at Bernie's ,Comedy
1092,Basic Instinct ,Mystery
1093,"Doors, The ",Drama
1094,"Crying Game, The ",Drama
1095,Glengarry Glen Ross ,Drama
1096,Sophie's Choice ,Drama
1097,E.T. the Extra-Terrestrial ,Children's
1098,"Search for One-eye Jimmy, The ",Comedy
1099,"Christmas Carol, A ",Drama
1100,Days of Thunder ,Action
1101,Top Gun ,Action
1102,American Strays ,Action
1103,Rebel Without a Cause ,Drama
1104,"Streetcar Named Desire, A ",Drama
1105,Children of the Corn IV: The Gathering ,Horror
1106,"Leopard Son, The ",Documentary
1107,Loser ,Comedy
1108,Prerokbe Ognja ,Documentary
1109,Charm's Incidents ,Drama
1110,Bird of Prey ,Action
1111,Microcosmos ,Documentary
1112,Palookaville ,Action
1113,"Associate, The ",Comedy
1114,"Funeral, The ",Drama
1115,Sleepover ,Comedy
1116,"Single Girl, A ",Drama
1117,"Eighth Day, The ",Drama
1118,Tashunga ,Adventure
1119,Drunks ,Drama
1120,"People vs. Larry Flynt, The ",Drama
1121,Glory Daze ,Drama
1122,Plutonium Circus ,Documentary
1123,"Perfect Candidate, A ",Documentary
1124,On Golden Pond ,Drama
1125,"Return of the Pink Panther, The ",Comedy
1126,Drop Dead Fred ,Comedy
1127,"Abyss, The ",Action
1128,"Fog, The ",Horror
1129,Escape from New York ,Action
1130,"Howling, The ",Horror
1131,Jean de Florette ,Drama
1132,Manon of the Spring ,Drama
1133,Talking About Sex ,Comedy
1134,Johnny 100 Pesos ,Action
1135,Private Benjamin ,Comedy
1136,Monty Python and the Holy Grail ,Comedy
1137,Hustler White ,Romance
1138,Dadetown ,Documentary
1139,Everything Relative ,Drama
1140,Entertaining Angels: The Dorothy Day Story ,Drama
1141,Hoogste tijd ,Drama
1142,Get Over It ,Drama
1143,Three Lives and Only One Death ,Comedy
1144,"Line King: Al Hirschfeld, The ",Documentary
1145,Snowriders ,Documentary
1146,Curtis's Charm ,Comedy
1147,When We Were Kings ,Documentary
1148,"Wrong Trousers, The ",Animation
1149,JLG/JLG - autoportrait de décembre ,Documentary
1150,"Return of Martin Guerre, The ",Drama
1151,Faust ,Animation
1152,He Walked by Night ,Crime
1153,Raw Deal ,Film-Noir
1154,T-Men ,Film-Noir
1155,"Invitation, The ",Drama
1156,"Children Are Watching us, The ",Drama
1157,"Symphonie pastorale, La ",Drama
1158,Here Comes Cookie ,Comedy
1159,Love in Bloom ,Romance
1160,Six of a Kind ,Comedy
1161,"Tin Drum, The ",Drama
1162,"Ruling Class, The ",Comedy
1163,Mina Tannenbaum ,Drama
1164,Two or Three Things I Know About Her ,Drama
1165,"Bloody Child, The ",Drama
1166,Farmer & Chase ,Comedy
1167,Dear God ,Comedy
1168,Bad Moon ,Horror
1169,American Dream ,Documentary
1170,Best of the Best 3: No Turning Back ,Action
1171,Bob Roberts ,Comedy
1172,Cinema Paradiso ,Comedy
1173,"Cook the Thief His Wife & Her Lover, The ",Drama
1174,Grosse Fatigue ,Comedy
1175,Delicatessen ,Comedy
1176,"Double Life of Veronique, The ",Drama
1177,Enchanted April ,Drama
1178,Paths of Glory ,Drama
1179,"Grifters, The ",Crime
1180,Hear My Song ,Comedy
1181,"Shooter, The ",Action
1183,"English Patient, The ",Drama
1184,Mediterraneo ,Comedy
1185,My Left Foot ,Drama
1186,"Sex, Lies, and Videotape ",Drama
1187,Passion Fish ,Drama
1188,Strictly Ballroom ,Comedy
1189,"Thin Blue Line, The ",Documentary
1190,Tie Me Up! Tie Me Down! ,Drama
1191,Madonna: Truth or Dare ,Documentary
1192,Paris Is Burning ,Documentary
1193,One Flew Over the Cuckoo's Nest ,Drama
1194,Up in Smoke ,Comedy
1196,Star Wars: Episode V - The Empire Strikes Back ,Action
1197,"Princess Bride, The ",Action
1198,Raiders of the Lost Ark ,Action
1199,Brazil ,Sci-Fi
1200,Aliens ,Action
1201,"Good, The Bad and The Ugly, The ",Action
1202,Withnail and I ,Comedy
1203,12 Angry Men ,Drama
1204,Lawrence of Arabia ,Adventure
1205,"Transformers: The Movie, The ",Action
1206,"Clockwork Orange, A ",Sci-Fi
1207,To Kill a Mockingbird ,Drama
1208,Apocalypse Now ,Drama
1209,Once Upon a Time in the West ,Western
1210,Star Wars: Episode VI - Return of the Jedi ,Action
1211,Wings of Desire ,Comedy
1212,"Third Man, The ",Mystery
1213,GoodFellas ,Crime
1214,Alien ,Action
1215,Army of Darkness ,Action
1216,"Big Blue, The ",Adventure
1217,Ran ,Drama
1218,"Killer, The ",Action
1219,Psycho ,Horror
1220,"Blues Brothers, The ",Action
1221,"Godfather: Part II, The ",Action
1222,Full Metal Jacket ,Action
1223,"Grand Day Out, A ",Animation
1224,Henry V ,Drama
1225,Amadeus ,Drama
1226,"Quiet Man, The ",Comedy
1227,Once Upon a Time in America ,Crime
1228,Raging Bull ,Drama
1230,Annie Hall ,Comedy
1231,"Right Stuff, The ",Drama
1232,Stalker ,Mystery
1233,"Boat, The ",Action
1234,"Sting, The ",Comedy
1235,Harold and Maude ,Comedy
1236,Trust ,Comedy
1237,"Seventh Seal, The ",Drama
1238,Local Hero ,Comedy
1240,"Terminator, The ",Action
1241,Braindead ,Comedy
1242,Glory ,Action
1243,Rosencrantz and Guildenstern Are Dead ,Comedy
1244,Manhattan ,Comedy
1245,Miller's Crossing ,Drama
1246,Dead Poets Society ,Drama
1247,"Graduate, The ",Drama
1248,Touch of Evil ,Crime
1249,Nikita ,Thriller
1250,"Bridge on the River Kwai, The ",Drama
1251,8 1/2,Drama
1252,Chinatown ,Film-Noir
1253,"Day the Earth Stood Still, The ",Drama
1254,"Treasure of the Sierra Madre, The ",Adventure
1255,Bad Taste ,Comedy
1256,Duck Soup ,Comedy
1257,Better Off Dead... ,Comedy
1258,"Shining, The ",Horror
1259,Stand by Me ,Adventure
1260,M ,Crime
1261,Evil Dead II ,Action
1262,"Great Escape, The ",Adventure
1263,"Deer Hunter, The ",Drama
1264,Diva ,Action
1265,Groundhog Day ,Comedy
1266,Unforgiven ,Western
1267,"Manchurian Candidate, The ",Film-Noir
1268,Pump Up the Volume ,Drama
1269,Arsenic and Old Lace ,Comedy
1270,Back to the Future ,Comedy
1271,Fried Green Tomatoes ,Drama
1272,Patton ,Drama
1273,Down by Law ,Comedy
1274,Akira ,Adventure
1275,Highlander ,Action
1276,Cool Hand Luke ,Comedy
1277,Cyrano de Bergerac ,Action
1278,Young Frankenstein ,Comedy
1279,Night on Earth ,Comedy
1280,Raise the Red Lantern ,Drama
1281,"Great Dictator, The ",Comedy
1282,Fantasia ,Animation
1283,High Noon ,Western
1284,"Big Sleep, The ",Film-Noir
1285,Heathers ,Comedy
1286,Somewhere in Time ,Drama
1287,Ben-Hur ,Action
1288,This Is Spinal Tap ,Comedy
1289,Koyaanisqatsi ,Documentary
1290,Some Kind of Wonderful ,Drama
1291,Indiana Jones and the Last Crusade ,Action
1292,Being There ,Comedy
1293,Gandhi ,Drama
1294,M*A*S*H ,Comedy
1295,"Unbearable Lightness of Being, The ",Drama
1296,"Room with a View, A ",Drama
1297,Real Genius ,Comedy
1298,Pink Floyd - The Wall ,Drama
1299,"Killing Fields, The ",Drama
1300,My Life as a Dog ,Drama
1301,Forbidden Planet ,Sci-Fi
1302,Field of Dreams ,Drama
1303,"Man Who Would Be King, The ",Adventure
1304,Butch Cassidy and the Sundance Kid ,Action
1305,"Paris, Texas ",Drama
1306,Until the End of the World ,Drama
1307,When Harry Met Sally... ,Comedy
1308,I Shot a Man in Vegas ,Comedy
1309,Parallel Sons ,Drama
1310,Hype! ,Documentary
1311,Santa with Muscles ,Comedy
1312,Female Perversions ,Drama
1313,Mad Dog Time ,Crime
1314,Breathing Room ,Romance
1315,Paris Was a Woman ,Documentary
1316,Anna ,Drama
1317,I'm Not Rappaport ,Comedy
1318,Blue Juice ,Comedy
1319,Kids of Survival ,Documentary
1320,Alien_ ,Action
1321,"American Werewolf in London, An ",Horror
1322,Amityville 1992: It's About Time ,Horror
1323,Amityville 3-D ,Horror
1324,Amityville: Dollhouse ,Horror
1325,Amityville: A New Generation ,Horror
1326,Amityville II: The Possession ,Horror
1327,"Amityville Horror, The ",Horror
1328,"Amityville Curse, The ",Horror
1329,Blood For Dracula ,Horror
1330,April Fool's Day ,Comedy
1331,Audrey Rose ,Horror
1332,"Believers, The ",Horror
1333,"Birds, The ",Horror
1334,"Blob, The ",Horror
1335,Blood Beach ,Action
1336,Body Parts ,Horror
1337,"Body Snatcher, The ",Horror
1339,Bram Stoker's Dracula ,Horror
1340,Bride of Frankenstein ,Horror
1341,Burnt Offerings ,Horror
1342,Candyman ,Horror
1343,Cape Fear ,Thriller
1344,Cape Fear ,Film-Noir
1345,Carrie ,Horror
1346,Cat People ,Horror
1347,"Nightmare on Elm Street, A ",Horror
1348,Nosferatu ,Horror
1349,Nosferatu a Venezia ,Horror
1350,"Omen, The ",Horror
1351,Blood & Wine ,Drama
1352,Albino Alligator ,Crime
1353,"Mirror Has Two Faces, The ",Comedy
1354,Breaking the Waves ,Drama
1355,Nightwatch ,Horror
1356,Star Trek: First Contact ,Action
1357,Shine ,Drama
1358,Sling Blade ,Drama
1359,Jingle All the Way ,Adventure
1360,Identification of a Woman ,Drama
1361,Paradise Lost: The Child Murders at Robin Hood Hills ,Documentary
1362,"Garden of Finzi-Contini, The ",Drama
1363,"Preacher's Wife, The ",Drama
1364,Zero Kelvin ,Action
1365,Ridicule ,Drama
1366,"Crucible, The ",Drama
1367,101 Dalmatians ,Children's
1368,"Forbidden Christ, The ",Drama
1369,I Can't Sleep ,Drama
1370,Die Hard 2 ,Action
1371,Star Trek: The Motion Picture ,Action
1372,Star Trek VI: The Undiscovered Country ,Action
1373,Star Trek V: The Final Frontier ,Action
1374,Star Trek: The Wrath of Khan ,Action
1375,Star Trek III: The Search for Spock ,Action
1376,Star Trek IV: The Voyage Home ,Action
1377,Batman Returns ,Action
1378,Young Guns ,Action
1379,Young Guns II ,Action
1380,Grease ,Comedy
1381,Grease 2 ,Comedy
1382,Marked for Death ,Action
1383,Adrenalin: Fear the Rush ,Action
1384,"Substance of Fire, The ",Drama
1385,Under Siege ,Action
1386,Terror in a Texas Town ,Western
1387,Jaws ,Action
1388,Jaws 2 ,Action
1389,Jaws 3-D ,Action
1390,My Fellow Americans ,Comedy
1391,Mars Attacks! ,Action
1392,Citizen Ruth ,Comedy
1393,Jerry Maguire ,Drama
1394,Raising Arizona ,Comedy
1395,Tin Men ,Comedy
1396,Sneakers ,Crime
1397,Bastard Out of Carolina ,Drama
1398,In Love and War ,Romance
1399,Marvin's Room ,Drama
1400,Somebody is Waiting ,Drama
1401,Ghosts of Mississippi ,Drama
1404,Night Falls on Manhattan ,Crime
1405,Beavis and Butt-head Do America ,Animation
1406,"Cérémonie, La ",Drama
1407,Scream ,Horror
1408,"Last of the Mohicans, The ",Action
1409,Michael ,Comedy
1410,"Evening Star, The ",Comedy
1411,Hamlet ,Drama
1412,Some Mother's Son ,Drama
1413,"Whole Wide World, The ",Drama
1414,Mother ,Comedy
1415,Thieves ,Crime
1416,Evita ,Drama
1417,"Portrait of a Lady, The ",Drama
1419,Walkabout ,Drama
1420,Message to Love: The Isle of Wight Festival ,Documentary
1421,Grateful Dead ,Documentary
1422,Murder at 1600 ,Mystery
1423,Hearts and Minds ,Drama
1424,Inside ,Action
1425,Fierce Creatures ,Comedy
1426,Zeus and Roxanne ,Children's
1427,Turbulence ,Thriller
1428,Angel Baby ,Drama
1429,Jackie Chan's First Strike ,Action
1430,Underworld ,Thriller
1431,Beverly Hills Ninja ,Action
1432,Metro ,Action
1433,"Machine, The ",Comedy
1434,"Stranger, The ",Action
1436,Falling in Love Again ,Comedy
1437,"Cement Garden, The ",Drama
1438,Dante's Peak ,Action
1439,Meet Wally Sparks ,Comedy
1440,Amos & Andrew ,Comedy
1441,Benny & Joon ,Comedy
1442,Prefontaine ,Drama
1443,"Tickle in the Heart, A ",Documentary
1444,Guantanamera ,Comedy
1445,McHale's Navy ,Comedy
1446,Kolya ,Comedy
1447,Gridlock'd ,Crime
1448,Fire on the Mountain ,Documentary
1449,Waiting for Guffman ,Comedy
1450,Prisoner of the Mountains ,War
1453,"Beautician and the Beast, The ",Comedy
1454,SubUrbia ,Comedy
1455,Hotel de Love ,Comedy
1456,"Pest, The ",Comedy
1457,Fools Rush In ,Comedy
1458,Touch ,Romance
1459,Absolute Power ,Mystery
1460,That Darn Cat! ,Children's
1461,Vegas Vacation ,Comedy
1462,Unforgotten: Twenty-Five Years After Willowbrook ,Documentary
1463,That Old Feeling ,Comedy
1464,Lost Highway ,Mystery
1465,Rosewood ,Drama
1466,Donnie Brasco ,Crime
1467,Salut cousin! ,Comedy
1468,Booty Call ,Comedy
1470,Rhyme & Reason ,Documentary
1471,Boys Life 2 ,Drama
1472,City of Industry ,Crime
1473,Best Men ,Action
1474,Jungle2Jungle ,Children's
1475,Kama Sutra: A Tale of Love ,Romance
1476,Private Parts ,Comedy
1477,Love Jones ,Romance
1479,"Saint, The ",Action
1480,Smilla's Sense of Snow ,Action
1482,"Van, The ",Comedy
1483,Crash ,Drama
1484,"Daytrippers, The ",Mystery
1485,Liar Liar ,Comedy
1486,"Quiet Room, The ",Drama
1487,Selena ,Drama
1488,"Devil's Own, The ",Action
1489,Cats Don't Dance ,Animation
1490,B*A*P*S ,Comedy
1493,Love and Other Catastrophes ,Romance
1494,"Sixth Man, The ",Comedy
1495,Turbo: A Power Rangers Movie ,Action
1496,Anna Karenina ,Drama
1497,Double Team ,Action
1498,Inventing the Abbotts ,Drama
1499,Anaconda ,Action
1500,Grosse Pointe Blank ,Comedy
1501,Keys to Tulsa ,Crime
1502,Kissed ,Romance
1503,8 Heads in a Duffel Bag ,Comedy
1504,Hollow Reed ,Drama
1507,Paradise Road ,Drama
1508,Traveller ,Drama
1509,All Over Me ,Drama
1510,"Brother's Kiss, A ",Drama
1511,A Chef in Love ,Comedy
1513,Romy and Michele's High School Reunion ,Comedy
1514,Temptress Moon ,Romance
1515,Volcano ,Drama
1516,Children of the Revolution ,Comedy
1517,Austin Powers: International Man of Mystery ,Comedy
1518,Breakdown ,Action
1519,Broken English ,Drama
1520,Commandments ,Romance
1522,Ripe ,Drama
1523,"Truth or Consequences, N.M. ",Action
1524,"Turning, The ",Drama
1525,Warriors of Virtue ,Action
1526,Fathers' Day ,Comedy
1527,"Fifth Element, The ",Action
1528,Intimate Relations ,Comedy
1529,Nowhere ,Drama
1531,Losing Chase ,Drama
1532,Sprung ,Comedy
1533,"Promise, The ",Drama
1534,"Bonheur, Le ",Drama
1535,Love! Valour! Compassion! ,Drama
1537,Shall We Dance? ,Comedy
1538,"Second Jungle Book: Mowgli & Baloo, The ",Adventure
1539,Twin Town ,Comedy
1541,Addicted to Love ,Comedy
1542,Brassed Off ,Comedy
1543,"Designated Mourner, The ",Drama
1544,"Lost World: Jurassic Park, The ",Action
1545,Ponette ,Drama
1546,Schizopolis ,Comedy
1547,Shiloh ,Children's
1548,"War at Home, The ",Drama
1549,Rough Magic ,Drama
1550,Trial and Error ,Comedy
1551,Buddy ,Adventure
1552,Con Air ,Action
1553,Late Bloomers ,Comedy
1554,"Pillow Book, The ",Drama
1555,"To Have, or Not ",Drama
1556,Speed 2: Cruise Control ,Action
1557,Squeeze ,Drama
1558,Sudden Manhattan ,Comedy
1559,"Next Step, The ",Drama
1561,Wedding Bell Blues ,Comedy
1562,Batman & Robin ,Action
1563,Dream With the Fishes ,Drama
1564,Roseanna's Grave ,Comedy
1565,Head Above Water ,Comedy
1566,Hercules ,Adventure
1567,"Last Time I Committed Suicide, The ",Drama
1568,MURDER and murder ,Crime
1569,My Best Friend's Wedding ,Comedy
1570,Tetsuo II: Body Hammer ,Sci-Fi
1571,When the Cats Away ,Comedy
1572,Contempt ,Drama
1573,Face/Off ,Action
1574,Fall ,Romance
1575,Gabbeh ,Drama
1577,Mondo ,Drama
1578,"Innocent Sleep, The ",Crime
1579,For Ever Mozart ,Drama
1580,Men in Black ,Action
1581,Out to Sea ,Comedy
1582,Wild America ,Adventure
1583,"Simple Wish, A ",Children's
1584,Contact ,Drama
1585,Love Serenade ,Comedy
1586,G.I. Jane ,Action
1587,Conan the Barbarian ,Action
1588,George of the Jungle ,Children's
1589,Cop Land ,Crime
1590,Event Horizon ,Action
1591,Spawn ,Action
1592,Air Bud ,Children's
1593,Picture Perfect ,Comedy
1594,In the Company of Men ,Drama
1595,Free Willy 3: The Rescue ,Adventure
1596,Career Girls ,Drama
1597,Conspiracy Theory ,Action
1598,Desperate Measures ,Crime
1599,Steel ,Action
1600,She's So Lovely ,Drama
1601,Hoodlum ,Crime
1602,Leave It to Beaver ,Comedy
1603,Mimic ,Sci-Fi
1604,Money Talks ,Action
1605,Excess Baggage ,Adventure
1606,Kull the Conqueror ,Action
1608,Air Force One ,Action
1609,187,Drama
1610,"Hunt for Red October, The ",Action
1611,My Own Private Idaho ,Drama
1612,"Kiss Me, Guido ",Comedy
1613,Star Maps ,Drama
1614,In & Out ,Comedy
1615,"Edge, The ",Adventure
1616,"Peacemaker, The ",Action
1617,L.A. Confidential ,Crime
1619,Seven Years in Tibet ,Drama
1620,Kiss the Girls ,Crime
1621,Soul Food ,Drama
1622,Kicked in the Head ,Comedy
1623,Wishmaster ,Horror
1624,"Thousand Acres, A ",Drama
1625,"Game, The ",Mystery
1626,Fire Down Below ,Action
1627,U Turn ,Action
1628,"Locusts, The ",Drama
1629,"MatchMaker, The ",Comedy
1630,"Lay of the Land, The ",Comedy
1631,"Assignment, The ",Thriller
1632,"Smile Like Yours, A ",Comedy
1633,Ulee's Gold ,Drama
1635,"Ice Storm, The ",Drama
1636,Stag ,Action
1639,Chasing Amy ,Drama
1640,How to Be a Player ,Comedy
1641,"Full Monty, The ",Comedy
1642,Indian Summer ,Comedy
1643,Mrs. Brown ,Drama
1644,I Know What You Did Last Summer ,Horror
1645,"Devil's Advocate, The ",Crime
1646,Rocket Man ,Comedy
1647,Playing God ,Crime
1648,"House of Yes, The ",Comedy
1649,"Fast, Cheap & Out of Control ",Documentary
1650,Washington Square ,Drama
1651,Telling Lies in America ,Drama
1652,Year of the Horse ,Documentary
1653,Gattaca ,Drama
1654,FairyTale: A True Story ,Children's
1655,Phantoms ,Horror
1656,Swept from the Sea ,Romance
1657,Wonderland ,Documentary
1658,"Life Less Ordinary, A ",Romance
1659,Hurricane Streets ,Drama
1660,Eve's Bayou ,Drama
1661,Switchback ,Thriller
1662,Gang Related ,Crime
1663,Stripes ,Comedy
1664,Nénette et Boni ,Drama
1665,Bean ,Comedy
1666,Hugo Pool ,Romance
1667,Mad City ,Action
1668,One Night Stand ,Drama
1669,"Tango Lesson, The ",Romance
1670,Welcome To Sarajevo ,Drama
1671,Deceiver ,Crime
1672,"Rainmaker, The ",Drama
1673,Boogie Nights ,Drama
1674,Witness ,Drama
1675,Incognito ,Crime
1676,Starship Troopers ,Action
1677,Critical Care ,Comedy
1678,"Joy Luck Club, The ",Drama
1679,Chairman of the Board ,Comedy
1680,Sliding Doors ,Drama
1681,Mortal Kombat: Annihilation ,Action
1682,"Truman Show, The ",Drama
1683,"Wings of the Dove, The ",Drama
1684,Mrs. Dalloway ,Romance
1685,"I Love You, I Love You Not ",Romance
1686,Red Corner ,Crime
1687,"Jackal, The ",Action
1688,Anastasia ,Animation
1689,"Man Who Knew Too Little, The ",Comedy
1690,Alien: Resurrection ,Action
1692,Alien Escape ,Horror
1693,Amistad ,Drama
1694,"Apostle, The ",Drama
1695,Artemisia ,Drama
1696,Bent ,Drama
1697,"Big Bang Theory, The ",Crime
1698,"Boys, Les ",Comedy
1699,"Butcher Boy, The ",Drama
1701,Deconstructing Harry ,Comedy
1702,Flubber ,Children's
1703,For Richer or Poorer ,Comedy
1704,Good Will Hunting ,Drama
1705,Guy ,Drama
1706,Harlem River Drive ,Drama
1707,Home Alone 3 ,Children's
1708,Ill Gotten Gains ,Drama
1709,Legal Deceit ,Thriller
1710,Man of Her Dreams ,Drama
1711,Midnight in the Garden of Good and Evil ,Comedy
1713,Mouse Hunt ,Children's
1714,Never Met Picasso ,Romance
1715,Office Killer ,Thriller
1716,"Other Voices, Other Rooms ",Drama
1717,Scream 2 ,Horror
1718,Stranger in the House ,Thriller
1719,"Sweet Hereafter, The ",Drama
1720,Time Tracers ,Action
1721,Titanic ,Drama
1722,Tomorrow Never Dies ,Action
1723,Twisted ,Comedy
1724,Full Speed ,Drama
1725,"Education of Little Tree, The ",Drama
1726,"Postman, The ",Drama
1727,"Horse Whisperer, The ",Drama
1728,"Winter Guest, The ",Drama
1729,Jackie Brown ,Crime
